,predictGap,pos,timeFrag,traffic1_1,traffic1_2,traffic1_3,traffic1_4,traffic2_1,traffic2_2,traffic2_3,traffic2_4,traffic3_1,traffic3_2,traffic3_3,traffic3_4,w1_weatherLevel,w1_temperature,w1_pm2.5,w2_weatherLevel,w2_temperature,w2_pm2.5,w3_weatherLevel,w3_temperature,w3_pm2.5,requestNum1,requestNum2,requestNum3,responseNum1,responseNum2,responseNum3,gap1,gap2,gap3,meanPrice1,meanPrice2,meanPrice3,totalPrice1,totalPrice2,totalPrice3,facility19#3,facility20,facility19,facility20#8,facility11#8,facility13#4,facility24#1,facility11#4,date2week,isHoliday,time_fragment,isRushHour,transOrders1,transOrders2,transOrders3,isWeek,isWeatherDecrease,sameZoneRate,before3DestOrders
12206,8,37,2016-01-21-70,1907,351,119,68,1774,354,120,110,1902,407,115,105,4,1.0,44,4,1.0,44,4,1.0,44,135,112,104,113,100,100,22,12,4,18.217037037,24.33125,19.475,2459.3,2725.1,2025.4,21331,37433,72044,61005,33781,18343,77024,42828,4,0,67,0,101,89,87,2,1,0.837850577422,256
12207,39,37,2016-01-21-82,1744,347,110,112,1791,397,130,103,1784,408,121,67,4,1.0,44,4,1.0,44,4,1.0,44,170,190,204,136,151,156,34,39,48,23.1135294118,22.5926315789,21.1593137255,3929.3,4292.6,4316.5,21331,37433,72044,61005,33781,18343,77024,42828,4,0,79,0,144,161,172,2,1,0.846843908008,331
12208,7,37,2016-01-21-94,1729,418,133,82,1821,358,114,96,1892,391,140,91,4,1.0,44,4,1.0,44,4,1.0,44,156,160,158,146,150,150,10,10,8,18.9480769231,21.3325,21.8018987342,2955.9,3413.2,3444.7,21331,37433,72044,61005,33781,18343,77024,42828,4,0,91,0,117,114,125,2,1,0.843263553408,384
12209,133,37,2016-01-21-106,1767,545,173,108,1777,502,157,80,1807,419,152,104,4,1.0,44,4,1.0,44,4,1.0,44,415,348,384,335,314,363,80,34,21,18.1626506024,19.6132183908,17.1947916667,7537.5,6825.4,6602.8,21331,37433,72044,61005,33781,18343,77024,42828,4,0,103,1,324,279,305,2,1,0.87318481104,693
12210,6,37,2016-01-21-118,1792,486,193,121,1742,495,142,103,1741,522,168,120,4,1.0,44,4,1.0,44,4,1.0,44,163,184,205,159,178,196,4,6,9,17.0147239264,14.2309782609,15.6356097561,2773.4,2618.5,3205.3,21331,37433,72044,61005,33781,18343,77024,42828,4,0,115,0,125,132,150,2,1,0.8803807359,498
12211,10,37,2016-01-21-130,1935,409,119,70,1823,373,120,86,1809,359,118,67,2,1.0,53,2,1.0,53,2,1.0,53,202,211,209,163,199,199,39,12,10,12.6891089109,14.2232227488,17.1167464115,2563.2,3001.1,3577.4,21331,37433,72044,61005,33781,18343,77024,42828,4,0,127,1,140,148,146,2,1,0.887346083312,549
12212,5,37,2016-01-21-142,1660,254,78,53,1645,243,87,67,1703,267,72,80,2,1.0,58,2,1.0,58,2,1.0,58,63,66,51,61,63,48,2,3,3,21.5873015873,26.5606060606,16.7843137255,1360.0,1753.0,856.0,21331,37433,72044,61005,33781,18343,77024,42828,4,0,139,0,44,57,36,2,1,0.899686520376,174
12213,13,38,2016-01-21-46,363,118,42,31,361,96,20,44,346,72,34,19,4,1.0,44,4,1.0,49,4,1.0,49,33,24,21,32,24,20,1,0,1,25.4363636364,24.9333333333,27.780952381,839.4,598.4,583.4,4150,4067,15272,7221,3486,2241,1992,3569,4,0,43,1,31,23,21,2,1,0.904312668464,12
12214,24,38,2016-01-21-58,306,85,28,13,261,88,20,7,297,83,26,15,4,1.0,49,4,1.0,44,4,1.0,44,28,29,20,5,9,14,23,20,6,25.55,23.2413793103,19.13,715.4,674.0,382.6,4150,4067,15272,7221,3486,2241,1992,3569,4,0,55,1,28,27,18,2,1,0.86295503212,13
12215,6,38,2016-01-21-70,358,80,23,17,358,98,32,16,392,86,31,15,4,1.0,44,4,1.0,44,4,1.0,44,13,16,10,7,7,7,6,9,3,19.7692307692,26.5,39.4,257.0,424.0,394.0,4150,4067,15272,7221,3486,2241,1992,3569,4,0,67,0,10,16,10,2,1,0.883374689826,16
12216,3,38,2016-01-21-82,343,91,14,17,389,91,26,24,359,77,32,15,4,1.0,44,4,1.0,44,4,1.0,44,10,8,11,7,6,6,3,2,5,43.37,16.2125,36.7272727273,433.7,129.7,404.0,4150,4067,15272,7221,3486,2241,1992,3569,4,0,79,0,10,5,10,2,1,0.888235294118,13
12217,0,38,2016-01-21-94,321,84,17,17,371,88,19,17,326,69,18,17,4,1.0,44,4,1.0,44,4,1.0,44,7,6,8,7,5,8,0,1,0,42.5714285714,26.1,24.7125,298.0,156.6,197.7,4150,4067,15272,7221,3486,2241,1992,3569,4,0,91,0,7,6,8,2,1,0.849002849003,27
12218,0,38,2016-01-21-106,419,133,31,28,405,149,32,10,366,137,37,11,4,1.0,44,4,1.0,44,4,1.0,44,15,17,12,14,17,12,1,0,0,20.9933333333,20.3882352941,17.0,314.9,346.6,204.0,4150,4067,15272,7221,3486,2241,1992,3569,4,0,103,1,13,17,9,2,1,0.844680851064,96
12219,2,38,2016-01-21-118,436,156,46,21,442,124,41,17,464,154,46,45,4,1.0,44,4,1.0,44,4,1.0,44,11,7,10,11,7,10,0,0,0,13.0909090909,19.5714285714,17.2,144.0,137.0,172.0,4150,4067,15272,7221,3486,2241,1992,3569,4,0,115,0,8,6,6,2,1,0.87610619469,40
12220,0,38,2016-01-21-130,436,107,29,27,442,108,29,26,413,119,33,11,2,1.0,53,2,1.0,53,2,1.0,53,5,7,10,5,6,10,0,1,0,17.88,14.6857142857,17.4,89.4,102.8,174.0,4150,4067,15272,7221,3486,2241,1992,3569,4,0,127,1,4,5,8,2,1,0.880886426593,55
12221,1,38,2016-01-21-142,408,96,19,8,386,77,51,9,347,99,28,14,2,1.0,58,2,1.0,58,2,1.0,58,3,4,1,3,4,1,0,0,0,18.3333333333,29.5,12.0,55.0,118.0,12.0,4150,4067,15272,7221,3486,2241,1992,3569,4,0,139,0,2,4,0,2,1,0.877005347594,13
12222,1,39,2016-01-21-46,145,13,2,3,174,10,3,4,114,16,10,4,4,1.0,44,4,1.0,49,4,1.0,49,1,3,1,1,3,1,0,0,0,58.0,49.0,5.0,58.0,147.0,5.0,830,2905,7470,13114,2158,1162,498,1660,4,0,43,1,1,3,0,2,1,0.567164179104,29
12223,0,39,2016-01-21-58,148,17,7,1,191,11,10,3,152,15,1,6,4,1.0,49,4,1.0,44,4,1.0,44,4,4,3,4,4,2,0,0,1,100.5,215.0,84.3333333333,402.0,860.0,253.0,830,2905,7470,13114,2158,1162,498,1660,4,0,55,1,4,4,3,2,1,0.646840148699,36
12224,1,39,2016-01-21-70,142,6,7,0,141,6,3,0,149,14,9,17,4,1.0,44,4,1.0,44,4,1.0,44,10,11,7,10,11,6,0,0,1,61.7,82.6363636364,110.0,617.0,909.0,770.0,830,2905,7470,13114,2158,1162,498,1660,4,0,67,0,10,11,7,2,1,0.712209302326,31
12225,0,39,2016-01-21-82,171,12,2,3,143,10,2,5,114,8,1,6,4,1.0,44,4,1.0,44,4,1.0,44,12,1,6,12,1,6,0,0,0,57.5,49.0,88.3333333333,690.0,49.0,530.0,830,2905,7470,13114,2158,1162,498,1660,4,0,79,0,11,1,6,2,1,0.646341463415,19
12226,0,39,2016-01-21-94,241,26,4,0,178,13,3,4,171,13,2,5,4,1.0,44,4,1.0,44,4,1.0,44,16,15,6,13,14,6,3,1,0,76.75,54.6,90.3333333333,1228.0,819.0,542.0,830,2905,7470,13114,2158,1162,498,1660,4,0,91,0,16,13,6,2,1,0.692307692308,23
12227,1,39,2016-01-21-106,198,26,10,8,209,23,2,7,129,20,10,6,4,1.0,44,4,1.0,44,4,1.0,44,15,6,7,13,5,6,2,1,1,56.3333333333,66.0,65.8571428571,845.0,396.0,461.0,830,2905,7470,13114,2158,1162,498,1660,4,0,103,1,14,6,7,2,1,0.642180094787,25
12228,3,39,2016-01-21-118,110,17,5,1,93,15,1,1,168,21,5,3,4,1.0,44,4,1.0,44,4,1.0,44,15,10,8,14,10,8,1,0,0,65.0666666667,70.3,62.875,976.0,703.0,503.0,830,2905,7470,13114,2158,1162,498,1660,4,0,115,0,15,10,8,2,1,0.665970772443,11
12229,1,39,2016-01-21-130,149,12,4,3,166,21,7,3,138,33,3,0,2,1.0,53,2,1.0,53,2,1.0,53,3,6,4,3,5,4,0,1,0,34.3333333333,50.3333333333,51.75,103.0,302.0,207.0,830,2905,7470,13114,2158,1162,498,1660,4,0,127,1,3,6,4,2,1,0.671118530885,2
12230,0,39,2016-01-21-142,50,6,2,3,78,11,4,2,161,9,0,6,2,1.0,58,2,1.0,58,2,1.0,58,2,3,3,2,3,3,0,0,0,52.0,65.6666666667,85.0,104.0,197.0,255.0,830,2905,7470,13114,2158,1162,498,1660,4,0,139,0,2,3,3,2,1,0.715463917526,3
12231,1,40,2016-01-21-46,233,44,4,5,242,17,11,14,227,9,4,7,4,1.0,44,4,1.0,49,4,1.0,49,6,8,4,5,7,3,1,1,1,25.05,30.975,24.675,150.3,247.8,98.7,996,581,8134,498,1743,747,1494,1162,4,0,43,1,6,8,4,2,1,0.704166666667,12
12232,3,40,2016-01-21-58,262,52,11,9,269,47,13,3,290,57,8,7,4,1.0,49,4,1.0,44,4,1.0,44,4,9,12,3,6,10,1,3,2,32.75,31.1111111111,30.6666666667,131.0,280.0,368.0,996,581,8134,498,1743,747,1494,1162,4,0,55,1,3,6,11,2,1,0.884353741497,31
12233,1,40,2016-01-21-70,225,43,16,3,240,36,2,8,260,36,13,7,4,1.0,44,4,1.0,44,4,1.0,44,7,4,6,5,2,6,2,2,0,28.6,13.5,27.8333333333,200.2,54.0,167.0,996,581,8134,498,1743,747,1494,1162,4,0,67,0,7,3,5,2,1,0.854545454545,24
12234,0,40,2016-01-21-82,242,64,7,3,269,35,6,6,294,42,9,1,4,1.0,44,4,1.0,44,4,1.0,44,11,9,3,7,7,3,4,2,0,28.9090909091,19.5,24.3333333333,318.0,175.5,73.0,996,581,8134,498,1743,747,1494,1162,4,0,79,0,10,8,3,2,1,0.859375,23
12235,0,40,2016-01-21-94,288,35,8,3,253,50,13,1,224,38,18,0,4,1.0,44,4,1.0,44,4,1.0,44,9,12,5,6,9,3,3,3,2,15.0,19.4166666667,24.2,135.0,233.0,121.0,996,581,8134,498,1743,747,1494,1162,4,0,91,0,7,10,5,2,1,0.901140684411,33
12236,0,40,2016-01-21-106,288,50,13,2,332,57,7,9,273,29,12,6,4,1.0,44,4,1.0,44,4,1.0,44,3,10,14,3,10,13,0,0,1,45.0,16.08,19.7857142857,135.0,160.8,277.0,996,581,8134,498,1743,747,1494,1162,4,0,103,1,3,10,12,2,1,0.83661971831,42
12237,1,40,2016-01-21-118,338,53,16,6,346,57,10,3,304,39,18,3,4,1.0,44,4,1.0,44,4,1.0,44,2,4,6,2,4,5,0,0,1,24.5,20.5,23.1666666667,49.0,82.0,139.0,996,581,8134,498,1743,747,1494,1162,4,0,115,0,2,4,6,2,1,0.87987012987,21
12238,0,40,2016-01-21-130,322,35,16,4,283,46,16,9,306,42,7,2,2,1.0,53,2,1.0,53,2,1.0,53,5,2,9,4,2,7,1,0,2,17.2,13.5,26.0444444444,86.0,27.0,234.4,996,581,8134,498,1743,747,1494,1162,4,0,127,1,5,2,9,2,1,0.88961038961,14
12239,0,40,2016-01-21-142,278,47,17,2,192,19,2,1,207,24,7,5,2,1.0,58,2,1.0,58,2,1.0,58,0,3,3,0,3,2,0,0,1,0.0,22.6666666667,44.3333333333,0.0,68.0,133.0,996,581,8134,498,1743,747,1494,1162,4,0,139,0,0,3,3,2,1,0.847826086957,5
12240,0,41,2016-01-21-46,302,38,12,7,265,39,10,3,211,26,5,4,4,1.0,44,4,1.0,49,4,1.0,49,13,9,11,13,9,10,0,0,1,24.6769230769,27.3333333333,38.3727272727,320.8,246.0,422.1,1328,1162,9213,1826,2573,581,1079,332,4,0,43,1,12,9,10,2,1,0.924281984334,12
12241,7,41,2016-01-21-58,281,45,10,18,339,57,11,10,289,65,8,2,4,1.0,49,4,1.0,44,4,1.0,44,18,20,25,11,16,16,7,4,9,19.0666666667,22.86,23.172,343.2,457.2,579.3,1328,1162,9213,1826,2573,581,1079,332,4,0,55,1,14,14,24,2,1,0.886262924668,33
12242,0,41,2016-01-21-70,247,36,6,3,332,45,11,3,266,55,9,11,4,1.0,44,4,1.0,44,4,1.0,44,9,8,8,6,6,7,3,2,1,18.7777777778,25.8125,20.8875,169.0,206.5,167.1,1328,1162,9213,1826,2573,581,1079,332,4,0,67,0,6,8,7,2,1,0.893063583815,18
12243,1,41,2016-01-21-82,323,33,14,7,238,55,7,1,342,41,16,1,4,1.0,44,4,1.0,44,4,1.0,44,12,4,13,12,4,10,0,0,3,17.4833333333,38.275,23.4307692308,209.8,153.1,304.6,1328,1162,9213,1826,2573,581,1079,332,4,0,79,0,12,3,12,2,1,0.9,21
12244,0,41,2016-01-21-94,304,54,10,6,323,56,20,6,275,41,7,4,4,1.0,44,4,1.0,44,4,1.0,44,11,6,9,11,6,8,0,0,1,14.0545454545,23.0166666667,26.1888888889,154.6,138.1,235.7,1328,1162,9213,1826,2573,581,1079,332,4,0,91,0,9,5,7,2,1,0.875776397516,24
12245,0,41,2016-01-21-106,409,67,14,9,325,71,12,7,343,63,14,3,4,1.0,44,4,1.0,44,4,1.0,44,16,14,14,15,14,14,1,0,0,12.25,37.5785714286,19.2285714286,196.0,526.1,269.2,1328,1162,9213,1826,2573,581,1079,332,4,0,103,1,15,13,13,2,1,0.874643874644,30
12246,0,41,2016-01-21-118,349,71,14,4,418,59,11,8,345,95,13,16,4,1.0,44,4,1.0,44,4,1.0,44,14,8,20,12,8,20,2,0,0,9.21428571429,17.1625,19.44,129.0,137.3,388.8,1328,1162,9213,1826,2573,581,1079,332,4,0,115,0,9,7,19,2,1,0.89111747851,33
12247,0,41,2016-01-21-130,239,25,6,1,346,48,8,4,323,48,5,5,2,1.0,53,2,1.0,53,2,1.0,53,4,3,0,3,3,0,1,0,0,25.7,9.66666666667,0.0,102.8,29.0,0.0,1328,1162,9213,1826,2573,581,1079,332,4,0,127,1,4,2,0,2,1,0.890625,23
12248,0,41,2016-01-21-142,269,40,4,3,260,43,10,4,261,48,10,7,2,1.0,58,2,1.0,58,2,1.0,58,5,1,3,3,1,3,2,0,0,16.0,27.0,26.0,80.0,27.0,78.0,1328,1162,9213,1826,2573,581,1079,332,4,0,139,0,4,1,2,2,1,0.848,15
12249,5,42,2016-01-21-46,1463,381,108,71,1409,341,89,75,1377,316,64,36,4,1.0,44,4,1.0,49,4,1.0,49,109,87,74,109,85,70,0,2,4,19.9128440367,22.5781609195,23.8027027027,2170.5,1964.3,1761.4,15272,34362,54863,47808,23655,6889,13695,19588,4,0,43,1,78,65,64,2,1,0.77357881137,161
12250,7,42,2016-01-21-58,1600,426,81,64,1498,436,97,63,1603,427,103,57,4,1.0,49,4,1.0,44,4,1.0,44,126,136,136,121,131,133,5,5,3,17.669047619,16.4551470588,15.9455882353,2226.3,2237.9,2168.6,15272,34362,54863,47808,23655,6889,13695,19588,4,0,55,1,88,82,87,2,1,0.737708947886,251
12251,8,42,2016-01-21-70,1594,377,88,52,1540,383,86,54,1541,373,79,62,4,1.0,44,4,1.0,44,4,1.0,44,83,79,73,74,79,73,9,0,0,18.9975903614,18.3962025316,18.5219178082,1576.8,1453.3,1352.1,15272,34362,54863,47808,23655,6889,13695,19588,4,0,67,0,62,65,48,2,1,0.696661237785,127
12252,2,42,2016-01-21-82,1487,455,109,46,1459,423,123,51,1557,401,128,79,4,1.0,44,4,1.0,44,4,1.0,44,89,91,88,87,87,83,2,4,5,16.5887640449,17.0483516484,18.8363636364,1476.4,1551.4,1657.6,15272,34362,54863,47808,23655,6889,13695,19588,4,0,79,0,57,61,66,2,1,0.722591943958,165
12253,3,42,2016-01-21-94,1500,449,125,55,1465,410,102,65,1461,380,102,72,4,1.0,44,4,1.0,44,4,1.0,44,91,85,71,87,83,70,4,2,1,17.4428571429,18.1152941176,16.6295774648,1587.3,1539.8,1180.7,15272,34362,54863,47808,23655,6889,13695,19588,4,0,91,0,61,67,51,2,1,0.680014049877,168
12254,6,42,2016-01-21-106,1414,563,147,68,1520,538,152,92,1490,535,131,83,4,1.0,44,4,1.0,44,4,1.0,44,146,134,144,144,127,139,2,7,5,16.0664383562,15.6664179104,15.5333333333,2345.7,2099.3,2236.8,15272,34362,54863,47808,23655,6889,13695,19588,4,0,103,1,102,108,107,2,1,0.63312415957,276
12255,3,42,2016-01-21-118,1533,506,146,86,1524,524,130,63,1495,561,150,78,4,1.0,44,4,1.0,44,4,1.0,44,100,106,82,97,102,75,3,4,7,13.811,14.5405660377,14.6695121951,1381.1,1541.3,1202.9,15272,34362,54863,47808,23655,6889,13695,19588,4,0,115,0,65,77,50,2,1,0.679192372406,177
12256,3,42,2016-01-21-130,1539,380,101,46,1564,393,84,69,1529,378,123,73,2,1.0,53,2,1.0,53,2,1.0,53,105,93,107,104,89,102,1,4,5,12.8085714286,15.4333333333,13.8224299065,1344.9,1435.3,1479.0,15272,34362,54863,47808,23655,6889,13695,19588,4,0,127,1,65,67,64,2,1,0.676994790239,183
12257,3,42,2016-01-21-142,1503,361,68,54,1530,320,62,55,1432,331,102,82,2,1.0,58,2,1.0,58,2,1.0,58,58,56,51,57,54,49,1,2,2,20.6206896552,19.5892857143,20.8823529412,1196.0,1097.0,1065.0,15272,34362,54863,47808,23655,6889,13695,19588,4,0,139,0,42,41,33,2,1,0.663783783784,85
12258,0,43,2016-01-21-46,187,12,0,3,98,8,2,1,106,6,1,0,4,1.0,44,4,1.0,49,4,1.0,49,1,0,3,1,0,1,0,0,2,49.0,0.0,15.0,49.0,0.0,45.0,2075,83,8051,249,2324,913,249,166,4,0,43,1,1,0,3,2,1,0.918367346939,3
12259,1,43,2016-01-21-58,153,3,4,0,144,2,0,2,146,8,4,4,4,1.0,49,4,1.0,44,4,1.0,44,0,2,1,0,1,0,0,1,1,0.0,20.0,24.0,0.0,40.0,24.0,2075,83,8051,249,2324,913,249,166,4,0,55,1,0,2,1,2,1,0.964912280702,4
12260,0,43,2016-01-21-70,172,7,2,1,216,7,6,2,161,8,3,0,4,1.0,44,4,1.0,44,4,1.0,44,4,1,2,2,0,1,2,1,1,28.25,19.0,56.5,113.0,19.0,113.0,2075,83,8051,249,2324,913,249,166,4,0,67,0,4,1,2,2,1,0.787878787879,2
12261,0,43,2016-01-21-82,204,9,0,1,174,4,1,0,145,3,3,0,4,1.0,44,4,1.0,44,4,1.0,44,4,0,2,3,0,2,1,0,0,27.0,0.0,26.5,108.0,0.0,53.0,2075,83,8051,249,2324,913,249,166,4,0,79,0,4,0,2,2,1,0.882978723404,1
12262,0,43,2016-01-21-94,210,11,10,4,201,7,4,6,181,15,9,1,4,1.0,44,4,1.0,44,4,1.0,44,2,0,4,2,0,4,0,0,0,9.5,0.0,22.75,19.0,0.0,91.0,2075,83,8051,249,2324,913,249,166,4,0,91,0,1,0,4,2,1,0.8375,10
12263,0,43,2016-01-21-106,200,11,6,1,151,3,12,0,177,13,6,4,4,1.0,44,4,1.0,44,4,1.0,44,1,4,1,1,3,1,0,1,0,15.0,14.0,9.0,15.0,56.0,9.0,2075,83,8051,249,2324,913,249,166,4,0,103,1,1,4,1,2,1,0.790476190476,18
12264,0,43,2016-01-21-118,155,6,5,4,149,5,3,2,165,9,4,1,4,1.0,44,4,1.0,44,4,1.0,44,2,2,0,2,2,0,0,0,0,17.5,11.0,0.0,35.0,22.0,0.0,2075,83,8051,249,2324,913,249,166,4,0,115,0,2,2,0,2,1,0.854838709677,4
12265,0,43,2016-01-21-130,207,8,1,1,178,17,2,3,216,5,1,0,2,1.0,53,2,1.0,53,2,1.0,53,0,2,0,0,2,0,0,0,0,0.0,19.0,0.0,0.0,38.0,0.0,2075,83,8051,249,2324,913,249,166,4,0,127,1,0,2,0,2,1,0.811594202899,3
12266,0,43,2016-01-21-142,151,12,1,0,137,1,2,2,114,12,1,0,2,1.0,58,2,1.0,58,2,1.0,58,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2075,83,8051,249,2324,913,249,166,4,0,139,0,0,0,0,2,1,0.92,3
12267,9,44,2016-01-21-46,98,5,0,1,84,5,0,2,69,1,0,1,4,1.0,44,4,1.0,49,4,1.0,49,45,4,3,12,4,3,33,0,0,8.17777777778,24.0,17.0,368.0,96.0,51.0,830,249,8964,913,581,747,996,0,4,0,43,1,44,3,2,2,1,0.151624548736,8
12268,0,44,2016-01-21-58,81,4,0,0,90,2,1,1,77,25,2,3,4,1.0,49,4,1.0,44,4,1.0,44,2,2,3,2,2,3,0,0,0,11.5,17.5,18.3333333333,23.0,35.0,55.0,830,249,8964,913,581,747,996,0,4,0,55,1,1,2,2,2,1,0.903846153846,4
12269,2,44,2016-01-21-70,82,10,2,1,103,16,1,4,97,5,1,1,4,1.0,44,4,1.0,44,4,1.0,44,1,0,3,0,0,1,1,0,2,16.0,0.0,24.0,16.0,0.0,72.0,830,249,8964,913,581,747,996,0,4,0,67,0,1,0,3,2,1,0.90243902439,3
12270,0,44,2016-01-21-82,131,6,2,2,84,17,0,0,115,6,3,5,4,1.0,44,4,1.0,44,4,1.0,44,1,0,1,1,0,1,0,0,0,8.0,0.0,9.0,8.0,0.0,9.0,830,249,8964,913,581,747,996,0,4,0,79,0,1,0,0,2,1,0.853658536585,4
12271,0,44,2016-01-21-94,89,8,0,2,98,6,0,1,88,19,0,4,4,1.0,44,4,1.0,44,4,1.0,44,3,0,0,3,0,0,0,0,0,15.3333333333,0.0,0.0,46.0,0.0,0.0,830,249,8964,913,581,747,996,0,4,0,91,0,2,0,0,2,1,0.95,4
12272,0,44,2016-01-21-106,175,28,7,4,150,21,4,0,127,10,1,6,4,1.0,44,4,1.0,44,4,1.0,44,2,5,4,2,5,4,0,0,0,11.0,39.8,12.25,22.0,199.0,49.0,830,249,8964,913,581,747,996,0,4,0,103,1,0,5,2,2,1,0.834951456311,8
12273,1,44,2016-01-21-118,93,14,4,10,108,22,9,8,106,21,0,3,4,1.0,44,4,1.0,44,4,1.0,44,0,1,2,0,1,2,0,0,0,0.0,14.0,5.5,0.0,14.0,11.0,830,249,8964,913,581,747,996,0,4,0,115,0,0,1,2,2,1,0.769230769231,3
12274,0,44,2016-01-21-130,74,2,1,0,81,9,7,1,134,9,1,0,2,1.0,53,2,1.0,53,2,1.0,53,1,1,1,0,0,1,0,0,0,6.0,6.0,25.0,6.0,6.0,25.0,830,249,8964,913,581,747,996,0,4,0,127,1,1,1,1,2,1,0.757575757576,2
12275,0,44,2016-01-21-142,49,3,1,0,35,3,2,0,19,1,0,0,2,1.0,58,2,1.0,58,2,1.0,58,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,830,249,8964,913,581,747,996,0,4,0,139,0,0,0,0,2,1,0.875,4
12276,0,45,2016-01-21-46,138,12,5,4,124,10,1,3,115,4,0,0,4,1.0,44,4,1.0,49,4,1.0,49,5,7,7,5,5,5,0,2,2,13.6,23.2142857143,209.628571429,68.0,162.5,1467.4,1494,83,6308,83,0,4067,332,0,4,0,43,1,5,7,7,2,1,0.818181818182,18
12277,0,45,2016-01-21-58,181,6,3,1,165,11,3,2,193,5,2,2,4,1.0,49,4,1.0,44,4,1.0,44,4,3,6,4,3,5,0,0,1,17.675,20.0,14.8333333333,70.7,60.0,89.0,1494,83,6308,83,0,4067,332,0,4,0,55,1,3,3,6,2,1,0.807228915663,16
12278,0,45,2016-01-21-70,151,8,1,2,126,5,7,3,166,6,2,1,4,1.0,44,4,1.0,44,4,1.0,44,4,4,0,3,2,0,1,2,0,21.35,16.35,0.0,85.4,65.4,0.0,1494,83,6308,83,0,4067,332,0,4,0,67,0,4,4,0,2,1,0.752066115702,5
12279,0,45,2016-01-21-82,173,12,0,2,169,12,0,0,188,9,2,4,4,1.0,44,4,1.0,44,4,1.0,44,4,3,1,4,3,1,0,0,0,25.925,55.9666666667,19.0,103.7,167.9,19.0,1494,83,6308,83,0,4067,332,0,4,0,79,0,4,3,1,2,1,0.748603351955,13
12280,1,45,2016-01-21-94,191,8,7,2,151,16,9,2,176,5,1,5,4,1.0,44,4,1.0,44,4,1.0,44,5,6,8,5,6,7,0,0,1,19.5,17.8666666667,20.925,97.5,107.2,167.4,1494,83,6308,83,0,4067,332,0,4,0,91,0,5,6,8,2,1,0.785310734463,7
12281,1,45,2016-01-21-106,205,23,5,2,193,10,9,9,178,19,8,3,4,1.0,44,4,1.0,44,4,1.0,44,8,12,15,8,12,13,0,0,2,12.3875,21.5583333333,14.6866666667,99.1,258.7,220.3,1494,83,6308,83,0,4067,332,0,4,0,103,1,8,12,15,2,1,0.769607843137,13
12282,0,45,2016-01-21-118,197,6,4,2,186,14,3,1,198,10,6,0,4,1.0,44,4,1.0,44,4,1.0,44,9,5,6,8,5,6,1,0,0,14.2666666667,13.02,11.5,128.4,65.1,69.0,1494,83,6308,83,0,4067,332,0,4,0,115,0,9,5,6,2,1,0.641509433962,25
12283,0,45,2016-01-21-130,171,17,1,1,174,13,3,2,165,16,3,3,2,1.0,53,2,1.0,53,2,1.0,53,1,7,5,1,6,5,0,0,0,16.0,40.6,13.94,16.0,284.2,69.7,1494,83,6308,83,0,4067,332,0,4,0,127,1,1,7,5,2,1,0.65625,11
12284,0,45,2016-01-21-142,110,5,0,1,117,11,4,3,131,11,2,2,2,1.0,58,2,1.0,58,2,1.0,58,4,5,0,0,2,0,1,3,0,24.0,27.4,0.0,96.0,137.0,0.0,1494,83,6308,83,0,4067,332,0,4,0,139,0,4,5,0,2,1,0.745098039216,4
12285,428,46,2016-01-21-46,1378,305,103,68,1378,265,105,83,1312,236,79,72,4,1.0,44,4,1.0,49,4,1.0,49,320,179,116,215,171,113,105,8,3,19.7603125,20.3156424581,18.6879310345,6323.3,3636.5,2167.8,16517,17596,52290,39010,31374,11039,38678,32785,4,0,43,1,251,137,101,2,1,0.925989970603,286
12286,73,46,2016-01-21-58,1425,413,146,82,1366,388,117,65,1374,389,108,75,4,1.0,49,4,1.0,44,4,1.0,44,298,381,398,219,253,277,79,128,121,17.0620805369,15.893175853,14.5133165829,5084.5,6055.3,5776.3,16517,17596,52290,39010,31374,11039,38678,32785,4,0,55,1,197,250,292,2,1,0.892495784148,615
12287,67,46,2016-01-21-70,1406,265,90,76,1446,257,102,66,1433,317,96,49,4,1.0,44,4,1.0,44,4,1.0,44,138,150,106,109,122,93,29,28,13,19.5666666667,16.8553333333,18.779245283,2700.2,2528.3,1990.6,16517,17596,52290,39010,31374,11039,38678,32785,4,0,67,0,98,113,80,2,1,0.866336633663,200
12288,32,46,2016-01-21-82,1415,285,107,68,1450,312,101,74,1366,254,75,91,4,1.0,44,4,1.0,44,4,1.0,44,149,124,146,111,103,119,38,21,27,21.822147651,22.1564516129,29.0931506849,3251.5,2747.4,4247.6,16517,17596,52290,39010,31374,11039,38678,32785,4,0,79,0,119,92,112,2,1,0.877829820453,228
12289,4,46,2016-01-21-94,1352,312,92,77,1450,314,99,87,1306,302,73,75,4,1.0,44,4,1.0,44,4,1.0,44,97,109,92,94,102,91,3,7,1,20.5546391753,19.9082568807,19.7760869565,1993.8,2170.0,1819.4,16517,17596,52290,39010,31374,11039,38678,32785,4,0,91,0,79,83,68,2,1,0.876067270375,245
12290,53,46,2016-01-21-106,1415,490,113,93,1504,460,125,85,1479,438,141,92,4,1.0,44,4,1.0,44,4,1.0,44,249,211,273,240,205,262,9,6,11,17.4409638554,18.2033175355,17.6838827839,4342.8,3840.9,4827.7,16517,17596,52290,39010,31374,11039,38678,32785,4,0,103,1,166,155,186,2,1,0.874532835024,628
